trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
209,False,"{'a': 0.001, 'e': 0.9540575002521255}",20,0,-51.91844815437456,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
210,False,"{'a': 0.001, 'e': 0.9525741268224331}",30,0,-186.58314831867662,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
211,False,"{'a': 0.001, 'e': 0.9510453163836567}",25,0,-168.06825984772783,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
212,False,"{'a': 0.001, 'e': 0.9494698377645865}",25,0,-152.02149953817175,"{0: 11, 1: 2, 2: 9, 3: 3, 4: 0}",0
213,False,"{'a': 0.001, 'e': 0.9478464369215823}",25,2,-130.99691255688967,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 1}",1
214,False,"{'a': 0.001, 'e': 0.9461738372307704}",25,0,-87.21205727867812,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
215,False,"{'a': 0.001, 'e': 0.9444507398423881}",20,0,-2.9903353048223362,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
216,False,"{'a': 0.001, 'e': 0.9426758241011313}",20,0,-182.5674148174261,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
217,False,"{'a': 0.001, 'e': 0.9408477480364715}",20,0,-19.013218136365026,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.938965148927008}",35,0,-120.69775496272572,"{0: 21, 1: 4, 2: 9, 3: 0, 4: 1}",0
219,False,"{'a': 0.001, 'e': 0.9370266439430035}",35,0,-161.09005246127856,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
220,False,"{'a': 0.001, 'e': 0.935030830871336}",20,0,-104.47416767931833,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
221,False,"{'a': 0.001, 'e': 0.9329762889271641}",35,0,-132.55191145731345,"{0: 23, 1: 4, 2: 6, 3: 0, 4: 2}",0
222,False,"{'a': 0.001, 'e': 0.9308615796566531}",25,0,-107.13444326025531,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
223,False,"{'a': 0.001, 'e': 0.9286852479351461}",20,0,-30.417836608757657,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
224,False,"{'a': 0.001, 'e': 0.926445823065181}",20,0,-75.95727347521282,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
225,False,"{'a': 0.001, 'e': 0.9241418199787566}",20,8,12.73175551800667,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.001, 'e': 0.9217717405482161}",25,0,-172.93271145227288,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
227,False,"{'a': 0.001, 'e': 0.919334075010081}",30,0,-156.64919314007145,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
228,False,"{'a': 0.001, 'e': 0.9168273035060777}",20,0,-83.91900079822564,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.001, 'e': 0.914249897745504}",25,0,-220.12762358054022,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
230,False,"{'a': 0.001, 'e': 0.9116003227929415}",25,0,-207.5343682454338,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
231,False,"{'a': 0.001, 'e': 0.9088770389851438}",20,0,-40.36441173572802,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
232,False,"{'a': 0.001, 'e': 0.9060785039807289}",20,0,-87.9306331307792,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
233,False,"{'a': 0.001, 'e': 0.9032031749460475}",20,0,-116.13187714861729,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
234,False,"{'a': 0.001, 'e': 0.9002495108803148}",25,0,-123.01701462901198,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
235,False,"{'a': 0.001, 'e': 0.8972159750827483}",25,0,-106.17427366826445,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
236,False,"{'a': 0.001, 'e': 0.8941010377640822}",25,0,-195.30237731807165,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
237,False,"{'a': 0.001, 'e': 0.8909031788043871}",25,0,-60.55793278060085,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
238,False,"{'a': 0.001, 'e': 0.8876208906586432}",20,0,-64.00678367854377,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
239,False,"{'a': 0.001, 'e': 0.8842526814109779}",25,0,-173.99779368627063,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
240,False,"{'a': 0.001, 'e': 0.8807970779778823}",25,0,-85.0745811371192,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
241,False,"{'a': 0.001, 'e': 0.8772526294600783}",20,0,-80.06857997964438,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
242,False,"{'a': 0.001, 'e': 0.8736179106419871}",25,1,-48.81027339963071,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 0}",1
243,False,"{'a': 0.001, 'e': 0.8698915256370021}",20,0,-61.319927324411495,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
244,False,"{'a': 0.001, 'e': 0.8660721116759263}",20,0,-51.39999139422297,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
245,False,"{'a': 0.001, 'e': 0.8621583430350643}",30,0,-144.91659266753229,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
246,False,"{'a': 0.001, 'e': 0.8581489350995123}",35,0,-118.32821966311771,"{0: 24, 1: 3, 2: 5, 3: 2, 4: 1}",0
247,False,"{'a': 0.001, 'e': 0.8540426485561956}",20,0,-116.97995305572758,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
248,False,"{'a': 0.001, 'e': 0.8498382937101526}",30,0,-102.87241638315233,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
249,False,"{'a': 0.001, 'e': 0.8455347349164651}",25,0,-118.38278964579193,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
250,False,"{'a': 0.001, 'e': 0.8411308951190848}",25,3,-69.70145397910262,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
251,False,"{'a': 0.001, 'e': 0.8366257604866205}",20,0,-99.21884840174148,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
252,False,"{'a': 0.001, 'e': 0.8320183851339245}",20,0,-88.7473911423253,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
253,False,"{'a': 0.001, 'e': 0.8273078959170554}",30,0,-131.6773321798204,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
254,False,"{'a': 0.001, 'e': 0.8224934972879262}",20,0,-48.73427959068996,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
255,False,"{'a': 0.001, 'e': 0.8175744761936437}",20,0,-127.12733876977947,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
256,False,"{'a': 0.001, 'e': 0.8125502070042588}",25,0,-63.51442343679301,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
257,False,"{'a': 0.001, 'e': 0.8074201564513485}",25,0,-78.51603689689148,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
258,False,"{'a': 0.001, 'e': 0.8021838885585818}",20,0,-99.55759263718,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
259,False,"{'a': 0.001, 'e': 0.7968410695441768}",20,0,-93.69853586200722,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
260,False,"{'a': 0.001, 'e': 0.791391472673955}",20,0,-83.03582303190883,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
261,False,"{'a': 0.001, 'e': 0.7858349830425586}",25,0,-43.213426029749606,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
262,False,"{'a': 0.001, 'e': 0.7801716022593176}",30,15,-65.91780078552401,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
263,False,"{'a': 0.001, 'e': 0.7744014530142784}",20,0,-43.63614201897443,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
264,False,"{'a': 0.001, 'e': 0.7685247834990175}",30,0,-86.24823797025645,"{0: 19, 1: 1, 2: 10, 3: 0, 4: 0}",0
265,False,"{'a': 0.001, 'e': 0.7625419716560974}",20,0,-67.9579839128947,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
266,False,"{'a': 0.001, 'e': 0.7564535292304041}",25,0,-174.4223734734534,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
267,False,"{'a': 0.001, 'e': 0.7502601055951175}",25,0,-52.691146410302686,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
268,False,"{'a': 0.001, 'e': 0.7439624913247579}",30,11,-54.203441110225285,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
269,False,"{'a': 0.001, 'e': 0.7375616214876249}",20,0,-59.33205749918425,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
270,False,"{'a': 0.001, 'e': 0.7310585786300049}",25,0,-156.22854623276984,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
271,False,"{'a': 0.001, 'e': 0.7244545954248022}",20,3,-6.6320980580266715,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.001, 'e': 0.71775105695774}",20,2,-43.71018470886395,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
273,False,"{'a': 0.001, 'e': 0.710949502625004}",20,0,-15.85582972000388,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
274,False,"{'a': 0.001, 'e': 0.7040516276171624}",20,0,-13.866446337529036,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
275,False,"{'a': 0.001, 'e': 0.6970592839654074}",20,0,-73.17562800979323,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
276,False,"{'a': 0.001, 'e': 0.6899744811276126}",20,0,-16.897505290802293,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
277,False,"{'a': 0.001, 'e': 0.6827993860934127}",30,0,-156.73239862742275,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
278,False,"{'a': 0.001, 'e': 0.6755363229894541}",25,0,-25.90699561599493,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
279,False,"{'a': 0.001, 'e': 0.6681877721681659}",30,0,-118.82803752744182,"{0: 21, 1: 0, 2: 5, 3: 3, 4: 1}",0
280,False,"{'a': 0.001, 'e': 0.6607563687658171}",20,1,-62.633232276547886,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
281,False,"{'a': 0.001, 'e': 0.6532449007182833}",25,0,-34.47967730684,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
282,False,"{'a': 0.001, 'e': 0.6456563062257954}",20,0,-122.99752042449649,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
283,False,"{'a': 0.001, 'e': 0.6379936706609838}",20,0,-48.45411077091707,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
284,False,"{'a': 0.001, 'e': 0.6302602229177513}",30,13,6.2416986026028285,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.001, 'e': 0.6224593312018546}",25,0,-88.53558260304621,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
286,False,"{'a': 0.001, 'e': 0.6145944982675495}",20,6,0.02059151861656594,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.001, 'e': 0.6066693561082115}",25,13,-38.33838385899618,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.001, 'e': 0.5986876601124521}",20,0,-163.42330437371527,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
289,False,"{'a': 0.001, 'e': 0.5906532827008859}",20,0,-32.08366829762201,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
290,False,"{'a': 0.001, 'e': 0.5825702064623148}",20,12,-9.630682024885196,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.001, 'e': 0.5744425168116591}",25,0,15.365234722368921,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
292,False,"{'a': 0.001, 'e': 0.5662743941954395}",25,18,-9.753063961671488,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.001, 'e': 0.5580701058739531}",25,0,-24.406062526997594,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
294,False,"{'a': 0.001, 'e': 0.5498339973124777}",30,16,-6.66508597614938,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 0.001, 'e': 0.5415704832167998}",20,14,-34.01650878780414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.001, 'e': 0.5332840382511311}",30,18,-5.616448730617235,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.001, 'e': 0.5249791874789399}",20,2,-46.110470637931456,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
298,False,"{'a': 0.001, 'e': 0.5166604965694114}",25,16,-36.9297406481777,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.001, 'e': 0.5083325618141193}",20,6,-23.901342851439715,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.001, 'e': 0.5}",20,10,-48.032497660663836,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
301,False,"{'a': 0.001, 'e': 0.49166743818588077}",30,1,-64.63248138114376,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 1}",1
302,False,"{'a': 0.001, 'e': 0.4833395034305887}",20,0,-10.085978708573228,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
303,False,"{'a': 0.001, 'e': 0.4750208125210601}",20,8,14.57819259561818,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.001, 'e': 0.46671596174886887}",20,0,-91.5699625713049,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
305,False,"{'a': 0.001, 'e': 0.45842951678320026}",25,3,-16.99647460846756,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
306,False,"{'a': 0.001, 'e': 0.4501660026875223}",30,0,-48.419455507955725,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
307,False,"{'a': 0.001, 'e': 0.4419298941260469}",20,16,8.82230811224343,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.001, 'e': 0.4337256058045606}",30,0,-73.26241201713941,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
309,False,"{'a': 0.001, 'e': 0.42555748318834086}",25,0,17.23932874397387,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
310,False,"{'a': 0.001, 'e': 0.4174297935376851}",20,1,20.3071298980367,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.001, 'e': 0.40934671729911404}",20,0,6.540792634372018,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
312,False,"{'a': 0.001, 'e': 0.40131233988754794}",20,0,-14.708591705364276,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
313,False,"{'a': 0.001, 'e': 0.3933306438917885}",20,2,-74.38724764679337,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
314,False,"{'a': 0.001, 'e': 0.3854055017324505}",20,0,17.521842074549525,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.001, 'e': 0.3775406687981454}",20,0,-41.09535572213605,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
316,False,"{'a': 0.001, 'e': 0.36973977708224876}",20,12,12.234957287675876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.001, 'e': 0.3620063293390162}",35,0,49.84808228952873,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.001, 'e': 0.35434369377420466}",30,20,17.532250748672567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.001, 'e': 0.34675509928171666}",25,0,-34.71469986752999,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
320,False,"{'a': 0.001, 'e': 0.33924363123418294}",20,0,2.41417861128172,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.001, 'e': 0.33181222783183406}",20,1,16.645850293615368,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.001, 'e': 0.32446367701054596}",20,6,3.0582657846472143,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.001, 'e': 0.3172006139065873}",20,12,-5.86983056111765,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.001, 'e': 0.3100255188723874}",20,9,17.08553857098733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.001, 'e': 0.3029407160345926}",35,17,-19.87119032078327,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.001, 'e': 0.2959483723828375}",25,15,7.453109943574129,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.001, 'e': 0.289050497374996}",30,21,18.12093695214816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.001, 'e': 0.28224894304225995}",30,18,10.5469013640943,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.001, 'e': 0.2755454045751979}",25,10,-12.31936000133986,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
330,False,"{'a': 0.001, 'e': 0.2689414213699951}",30,0,-60.36816294854277,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
331,False,"{'a': 0.001, 'e': 0.26243837851237506}",25,17,15.512857931867773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.001, 'e': 0.25603750867524205}",25,9,-23.309294983574972,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
333,False,"{'a': 0.001, 'e': 0.24973989440488245}",20,2,24.891088434009205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.001, 'e': 0.24354647076959585}",20,4,-0.13145178025820847,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.001, 'e': 0.23745802834390264}",25,7,27.87266180709673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.001, 'e': 0.23147521650098246}",25,15,18.680075017776296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.001, 'e': 0.22559854698572157}",20,1,19.48293210072537,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.001, 'e': 0.21982839774068233}",20,8,-19.764418984600983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.001, 'e': 0.2141650169574413}",20,5,-2.163286482067266,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.001, 'e': 0.20860852732604485}",20,3,12.990210343595194,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.001, 'e': 0.20315893045582328}",20,2,12.524854701936748,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.001, 'e': 0.19781611144141822}",25,12,22.852389406075606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.001, 'e': 0.19257984354865154}",20,12,13.218268770351616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.001, 'e': 0.18744979299574124}",20,13,0.6969333113750757,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.001, 'e': 0.18242552380635635}",25,15,5.888678400215021,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.001, 'e': 0.17750650271207383}",25,4,19.743377524165638,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.001, 'e': 0.17269210408294455}",20,5,24.79891744465371,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.001, 'e': 0.1679816148660756}",20,10,-4.55562396123001,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.001, 'e': 0.16337423951337948}",25,13,6.0507642838943765,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.001, 'e': 0.15886910488091524}",30,10,-14.451164548322003,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
351,False,"{'a': 0.001, 'e': 0.1544652650835348}",30,12,-10.813484705884061,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.001, 'e': 0.15016170628984743}",25,1,-17.294128081514753,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.001, 'e': 0.14595735144380442}",25,8,-64.26391688608187,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
354,False,"{'a': 0.001, 'e': 0.1418510649004877}",30,13,-19.010064804802123,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.001, 'e': 0.13784165696493564}",30,13,26.75806169859583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.001, 'e': 0.13392788832407362}",35,15,34.743357483236466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.001, 'e': 0.13010847436299783}",25,0,-0.23279003811601195,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
358,False,"{'a': 0.001, 'e': 0.12638208935801287}",30,19,-2.8486048216250923,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'a': 0.001, 'e': 0.12274737053992174}",20,14,13.025105661364513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.001, 'e': 0.11920292202211757}",20,12,17.581228814875935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.001, 'e': 0.11574731858902221}",25,13,21.276291421829107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.001, 'e': 0.11237910934135678}",30,12,-15.833465405349143,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.001, 'e': 0.10909682119561298}",20,0,-36.283921843442826,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
364,False,"{'a': 0.001, 'e': 0.10589896223591792}",20,6,13.595938883216753,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.001, 'e': 0.1027840249172518}",20,0,37.340164365630066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.001, 'e': 0.09975048911968522}",25,17,15.164661328973004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.001, 'e': 0.09679682505395246}",25,12,29.354448466033624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.001, 'e': 0.09392149601927109}",25,19,10.669129156114549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.001, 'e': 0.09112296101485608}",20,11,18.40332220633507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.001, 'e': 0.08839967720705838}",25,15,5.841375798090523,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.001, 'e': 0.08575010225449589}",30,19,24.135728331221543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.001, 'e': 0.08317269649392235}",30,18,8.91260459269282,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.001, 'e': 0.08066592498991901}",30,21,19.026917947806034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.001, 'e': 0.07822825945178397}",20,8,24.11209995755044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.001, 'e': 0.07585818002124356}",30,12,30.39259972318875,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.001, 'e': 0.07355417693481899}",30,19,12.889806650079047,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.001, 'e': 0.07131475206485398}",20,0,27.012414002164128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.001, 'e': 0.06913842034334684}",25,11,27.59651258503369,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.001, 'e': 0.06702371107283596}",20,8,22.920763690900788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.001, 'e': 0.06496916912866411}",20,7,20.731189147487036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.001, 'e': 0.06297335605699654}",25,8,31.806059186237405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.001, 'e': 0.061034851072991975}",30,15,22.50529633234348,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.001, 'e': 0.059152251963528475}",25,2,34.858517056589406,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.001, 'e': 0.057324175898868714}",25,7,-20.282146571314126,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,False,"{'a': 0.001, 'e': 0.05554926015761173}",20,2,31.510956825849174,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.001, 'e': 0.053826162769229524}",30,15,29.80936995829452,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.001, 'e': 0.052153563078417724}",25,12,22.037416422235562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.001, 'e': 0.050530162235413456}",30,10,-7.883643744232329,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.001, 'e': 0.04895468361634331}",20,8,-1.6772046089372967,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
390,False,"{'a': 0.001, 'e': 0.04742587317756679}",25,17,15.680169101239821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.001, 'e': 0.045942499747874406}",30,10,35.001736923102655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.001, 'e': 0.04450335526228706}",20,13,13.75518656798592,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
