trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
102,False,"{'a': 0.001, 'e': 0.969231140642852}",25,0,-83.84099623148198,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
103,False,"{'a': 0.001, 'e': 0.9684767772459986}",30,0,-154.37279716023016,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
104,False,"{'a': 0.001, 'e': 0.9677045353015494}",20,0,-179.38739200403856,"{0: 9, 1: 2, 2: 4, 3: 3, 4: 2}",0
105,False,"{'a': 0.001, 'e': 0.9669140216112958}",20,0,-103.13800111641034,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
106,False,"{'a': 0.001, 'e': 0.9661048358408219}",20,0,-54.83819890900305,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
107,False,"{'a': 0.001, 'e': 0.9652765704666424}",25,0,-115.86464272141224,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
108,False,"{'a': 0.001, 'e': 0.9644288107273639}",20,0,-45.93863908923523,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
109,False,"{'a': 0.001, 'e': 0.9635611345791598}",20,0,-157.90836441949307,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
110,False,"{'a': 0.001, 'e': 0.9626731126558706}",25,0,-83.61410445777695,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
111,False,"{'a': 0.001, 'e': 0.9617643082340419}",20,0,-96.36552325251628,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
112,False,"{'a': 0.001, 'e': 0.9608342772032357}",20,0,-116.89245560715757,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
113,False,"{'a': 0.001, 'e': 0.9598825680419544}",25,0,-124.39429430897584,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
114,False,"{'a': 0.001, 'e': 0.958908721799535}",30,0,-126.42947388324026,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
115,False,"{'a': 0.001, 'e': 0.9579122720843811}",25,3,-180.427161245563,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 3}",1
116,False,"{'a': 0.001, 'e': 0.9568927450589139}",20,0,-48.3014062506438,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
117,False,"{'a': 0.001, 'e': 0.9558496594416355}",35,0,-212.4546151409116,"{0: 20, 1: 0, 2: 9, 3: 5, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.9547825265167125}",25,0,-90.08574513804383,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
119,False,"{'a': 0.001, 'e': 0.9536908501514997}",25,0,-225.66447494158172,"{0: 12, 1: 3, 2: 3, 3: 4, 4: 3}",0
120,False,"{'a': 0.001, 'e': 0.9525741268224331}",20,0,-112.25221549265804,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
121,False,"{'a': 0.001, 'e': 0.9514318456497438}",25,0,-109.3646659207368,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
122,False,"{'a': 0.001, 'e': 0.9502634884414434}",30,2,-74.4900563563359,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 1}",1
123,False,"{'a': 0.001, 'e': 0.9490685297470565}",30,0,-63.25391983584218,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
124,False,"{'a': 0.001, 'e': 0.9478464369215823}",20,6,-60.51663208617842,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
125,False,"{'a': 0.001, 'e': 0.9465966702001757}",20,0,-16.505909492383775,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
126,False,"{'a': 0.001, 'e': 0.9453186827840592}",25,0,-112.39224890605632,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
127,False,"{'a': 0.001, 'e': 0.9440119209381783}",20,0,-72.87603657259368,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
128,False,"{'a': 0.001, 'e': 0.9426758241011313}",35,0,-167.38603520604443,"{0: 21, 1: 5, 2: 5, 3: 2, 4: 2}",0
129,False,"{'a': 0.001, 'e': 0.9413098250079087}",20,0,-216.47841644521665,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
130,False,"{'a': 0.001, 'e': 0.9399133498259924}",25,0,-203.60104977586442,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 4}",0
131,False,"{'a': 0.001, 'e': 0.9384858183053656}",20,0,-87.68524414909544,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
132,False,"{'a': 0.001, 'e': 0.9370266439430035}",35,0,-63.60619524245194,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
133,False,"{'a': 0.001, 'e': 0.9355352341624104}",25,0,-111.56048868461097,"{0: 12, 1: 6, 2: 5, 3: 2, 4: 0}",0
134,False,"{'a': 0.001, 'e': 0.9340109905087812}",30,0,-185.5595371728329,"{0: 20, 1: 0, 2: 5, 3: 2, 4: 3}",0
135,False,"{'a': 0.001, 'e': 0.9324533088603709}",20,0,-187.19250335105698,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
136,False,"{'a': 0.001, 'e': 0.9308615796566531}",30,0,-199.4449196744577,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
137,False,"{'a': 0.001, 'e': 0.9292351881438593}",25,0,-75.22999155826085,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
138,False,"{'a': 0.001, 'e': 0.9275735146384823}",20,0,-161.04325307891102,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
139,False,"{'a': 0.001, 'e': 0.9258759348093368}",35,0,-289.1709928498071,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 5}",0
140,False,"{'a': 0.001, 'e': 0.9241418199787566}",20,0,-44.72654429511631,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
141,False,"{'a': 0.001, 'e': 0.9223705374435115}",20,0,-84.56570481588015,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
142,False,"{'a': 0.001, 'e': 0.9205614508160216}",20,0,-96.45931283971291,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
143,False,"{'a': 0.001, 'e': 0.918713920386427}",25,0,-103.0310817658886,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
144,False,"{'a': 0.001, 'e': 0.9168273035060777}",20,0,-86.86395081696995,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
145,False,"{'a': 0.001, 'e': 0.9149009549929797}",25,18,0.6702695802914906,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.001, 'e': 0.9129342275597286}",25,0,-172.12808719396494,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
147,False,"{'a': 0.001, 'e': 0.9109264722644368}",30,0,-137.20438113100278,"{0: 14, 1: 7, 2: 8, 3: 0, 4: 1}",0
148,False,"{'a': 0.001, 'e': 0.9088770389851438}",25,0,-67.23579720664937,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.001, 'e': 0.9067852769181763}",30,0,-107.50984085207375,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
150,False,"{'a': 0.001, 'e': 0.9046505351008904}",25,5,-111.92504324569641,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",1
151,False,"{'a': 0.001, 'e': 0.9024721629592075}",35,0,-278.2094321972746,"{0: 18, 1: 2, 2: 8, 3: 4, 4: 3}",0
152,False,"{'a': 0.001, 'e': 0.9002495108803148}",20,0,-150.02103257113973,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
153,False,"{'a': 0.001, 'e': 0.8979819308108695}",25,3,-42.18044843934523,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 0}",1
154,False,"{'a': 0.001, 'e': 0.8956687768809987}",25,0,-87.08215104063528,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
155,False,"{'a': 0.001, 'e': 0.8933094060543487}",25,0,-170.93498505134605,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 4}",0
156,False,"{'a': 0.001, 'e': 0.8909031788043871}",25,0,-138.76520332437664,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
157,False,"{'a': 0.001, 'e': 0.8884494598171035}",20,0,-190.62077281818563,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
158,False,"{'a': 0.001, 'e': 0.8859476187202091}",20,0,-124.6722517962475,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
159,False,"{'a': 0.001, 'e': 0.8833970308388606}",20,0,-67.71085229559125,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.001, 'e': 0.8807970779778823}",20,0,-109.69158622592515,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
161,False,"{'a': 0.001, 'e': 0.8781471492303818}",20,0,-113.89632325402891,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
162,False,"{'a': 0.001, 'e': 0.8754466418125836}",25,0,-100.32394599742354,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
163,False,"{'a': 0.001, 'e': 0.8726949619246283}",20,0,-176.54664519791797,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
